"age","gender","married","has_children","home_country","home_city","home_airport","sign_up_date","user_id","num_clicks","user_visit_frequency","avg_session_duration","session_duration_total","days_since_last_session","membership_days","bounce_rate","avg_click_rate","repeat_booking_count","num_flights","avg_num_bags","num_seats_booked","avg_km_flown","time_after_booking_days","flight_booking_rate","hotel_booking_rate","flight_discount_effectiveness","hotel_discount_effectiveness","money_spend_hotel","total_spent","customer_value","travel_type","user_perks"
"59","F","true","true","usa","santa ana","SNA","2023-03-07","644639","116","8","109.00","872","613 days 06:49:00","707","0.25","7.89","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"36","F","true","false","usa","san diego","NZY","2023-03-07","644784","117","8","108.88","871","588 days 03:32:00","707","0.63","7.95","1","2","1.00","1.00","1806.58","6.00","0.13","0.13","0","0","456.00","1191.74","low_value_Customer","Solo","10% Discount on next trip"
"49","F","false","false","usa","bakersfield","BFL","2023-03-07","644870","165","9","135.11","1216","579 days 12:13:00","707","0.11","8.09","5","6","1.33","1.00","3194.95","7.67","0.33","0.44","0","2","2186.50","11422.60","low_value_Customer","Solo","10% Discount on next trip"
"18","F","false","false","usa","corpus christi","CRP","2023-03-07","645022","90","8","83.50","668","624 days 02:04:00","707","0.25","8.09","1","0","","","","","0.00","0.13","0","0","445.00","","low_value_Customer","Local","Free Meal"
"45","F","false","false","usa","milwaukee","MKE","2023-03-07","645047","93","7","220.71","1545","607 days 03:37:00","707","0.29","7.06","4","8","0.00","1.00","1314.45","4.25","0.57","0.57","1","0","1517.00","9396.52","low_value_Customer","Solo","10% Discount on next trip"
"39","F","true","false","usa","baton rouge","BTR","2023-03-08","645168","96","8","89.75","718","590 days 21:33:00","706","0.25","8.01","3","6","0.33","1.33","8227.57","108.00","0.38","0.25","1","1","667.80","37415.76","high_value_Customer","Local","Free Meal"
"36","F","false","true","usa","san diego","SAN","2023-03-08","645415","109","8","102.13","817","585 days 13:44:00","706","0.38","8.00","2","2","1.00","1.00","679.32","4.00","0.13","0.25","0","0","4195.00","4426.10","low_value_Customer","Solo","10% Discount on next trip"
"25","F","true","true","canada","quebec","YQB","2023-03-08","645488","66","8","60.63","485","590 days 05:27:00","706","0.50","8.04","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"19","M","false","false","usa","brownsville","BRO","2023-03-08","645664","115","8","105.25","842","571 days 09:29:00","706","0.13","8.17","1","0","","","","","0.00","0.13","0","0","5280.00","","low_value_Customer","Local","Free Meal"
"51","M","false","false","usa","orlando","MCO","2023-03-08","645685","116","8","108.13","865","582 days 04:23:00","706","0.13","7.98","4","8","0.75","1.00","1889.14","6.25","0.50","0.50","0","1","897.25","11669.89","low_value_Customer","Business","Free Priority Boarding"
"38","F","true","false","usa","fresno","FAT","2023-03-08","645933","130","9","107.89","971","575 days 12:09:00","706","0.22","7.97","2","4","0.00","1.50","2240.71","9.50","0.22","0.22","0","0","1190.00","4612.40","low_value_Customer","Local","Free Meal"
"52","F","true","true","usa","austin","AUS","2023-03-08","645939","78","7","83.43","584","612 days 20:02:00","706","0.43","7.88","1","2","2.00","3.00","16882.70","336.00","0.14","0.00","0","0","0.00","","low_value_Customer","Family","Free Cancelation"
"24","F","false","true","usa","shreveport","SHV","2023-03-08","646127","63","8","59.75","478","573 days 05:53:00","706","0.63","7.91","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"24","F","false","false","usa","los angeles","LAX","2023-03-08","646197","70","8","65.88","527","582 days 04:13:00","706","0.38","7.91","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"37","F","false","false","usa","indianapolis","IND","2023-03-08","646257","85","8","81.13","649","601 days 01:59:00","706","0.38","7.77","1","2","1.00","1.00","410.48","9.00","0.13","0.13","0","0","639.00","794.26","low_value_Customer","Solo","10% Discount on next trip"
"24","F","true","true","usa","new york","JFK","2023-03-08","646259","100","8","91.75","734","599 days 21:05:00","706","0.25","8.14","2","0","","","","","0.00","0.25","0","0","1999.00","","low_value_Customer","Local","Free Meal"
"28","F","false","true","usa","los angeles","LAX","2023-03-08","646405","107","8","100.38","803","582 days 10:59:00","706","0.25","7.92","2","2","0.00","1.00","2198.13","9.00","0.13","0.25","0","1","1391.00","2181.74","low_value_Customer","Solo","10% Discount on next trip"
"45","F","true","false","canada","montreal","YMX","2023-03-08","646424","172","7","183.14","1282","599 days 11:11:00","706","0.14","8.03","3","3","0.50","1.50","1781.89","7.00","0.29","0.43","0","1","4875.60","7054.23","low_value_Customer","Local","Free Meal"
"52","F","true","false","usa","houston","IAH","2023-03-08","646455","132","8","122.38","979","575 days 01:07:00","706","0.38","8.07","4","8","1.00","1.25","2457.77","8.75","0.50","0.38","1","0","3609.00","20503.48","high_value_Customer","Local","Free Meal"
"36","M","true","false","usa","new york","JFK","2023-03-08","646933","127","8","118.50","948","579 days 09:35:00","706","0.38","7.94","2","4","1.00","2.50","3147.84","6.50","0.25","0.25","0","0","3465.00","17451.80","high_value_Customer","Groups","Free chacked bag"
"46","F","false","true","usa","mobile","MOB","2023-03-08","646937","167","9","138.44","1246","605 days 02:42:00","706","0.11","7.97","3","6","1.00","2.00","2240.41","5.33","0.33","0.33","0","0","1687.00","15400.42","high_value_Customer","Couple","Free hotel night"
"48","F","true","false","usa","knoxville","TYS","2023-03-08","647016","75","8","70.75","566","574 days 11:05:00","706","0.50","8.21","1","0","","","","","0.00","0.13","0","0","2268.00","","low_value_Customer","Local","Free Meal"
"58","M","true","false","usa","cleveland","CLE","2023-03-09","647555","143","8","133.13","1065","573 days 04:50:00","705","0.13","7.96","1","2","1.00","1.00","498.61","9.00","0.13","0.13","0","0","232.00","435.50","low_value_Customer","Business","Free Priority Boarding"
"45","F","false","false","usa","santa ana","SNA","2023-03-09","647597","112","8","104.13","833","578 days 04:28:00","705","0.38","7.98","1","2","1.00","2.00","3861.10","6.00","0.13","0.00","0","0","0.00","","low_value_Customer","Couple","Free hotel night"
"18","F","false","false","canada","winnipeg","YAV","2023-03-09","647638","59","8","55.00","440","588 days 03:50:00","705","0.63","8.15","1","0","","","","","0.00","0.13","0","0","315.00","","low_value_Customer","Local","Free Meal"
"45","F","false","false","usa","new york","JFK","2023-03-09","647662","173","7","273.57","1915","604 days 16:47:00","705","0.29","6.97","3","6","0.67","1.00","1490.65","7.67","0.43","0.29","0","0","722.00","5070.08","low_value_Customer","Business","Free Priority Boarding"
"37","F","false","true","usa","chicago","ORD","2023-03-09","647674","122","8","113.00","904","574 days 11:15:00","705","0.38","8.08","4","6","0.67","1.00","1880.57","7.33","0.38","0.50","0","1","1296.00","7806.00","low_value_Customer","Business","Free Priority Boarding"
"57","M","false","true","usa","lincoln","LNK","2023-03-09","647804","91","8","84.13","673","598 days 04:24:00","705","0.50","8.08","2","4","1.00","2.00","1599.17","6.00","0.25","0.25","0","1","2624.20","6597.88","low_value_Customer","Couple","Free hotel night"
"18","F","false","false","canada","calgary","YYC","2023-03-09","647862","115","9","95.89","863","586 days 06:36:00","705","0.33","7.97","1","0","","","","","0.00","0.11","0","0","1016.00","","low_value_Customer","Local","Free Meal"
"18","F","false","false","usa","anchorage","ANC","2023-03-09","648201","107","8","98.38","787","597 days 21:06:00","705","0.38","8.11","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"41","M","true","true","canada","montreal","YMX","2023-03-09","648379","99","8","92.00","736","588 days 04:49:00","705","0.25","7.96","1","2","0.00","1.00","3837.83","6.00","0.13","0.13","0","0","980.00","2400.76","low_value_Customer","Solo","10% Discount on next trip"
"56","F","true","true","canada","montreal","YUL","2023-03-09","648852","148","8","138.25","1106","574 days 06:05:00","705","0.13","7.93","2","4","1.00","1.00","1578.15","4.50","0.25","0.25","1","0","405.00","2931.72","low_value_Customer","Business","Free Priority Boarding"
"38","F","true","false","usa","boston","BOS","2023-03-09","648983","212","9","175.44","1579","594 days 16:15:00","705","0.11","8.01","4","7","0.25","1.25","1165.98","6.00","0.44","0.44","0","1","1816.30","5792.93","low_value_Customer","Local","Free Meal"
"49","F","true","false","usa","san jose","SJC","2023-03-09","648990","170","9","139.78","1258","582 days 08:34:00","705","0.33","8.09","3","6","0.67","1.33","1310.48","7.67","0.33","0.33","0","1","2255.00","6781.40","low_value_Customer","Local","Free Meal"
"39","F","false","true","usa","houston","IAH","2023-03-09","649080","100","8","94.13","753","587 days 16:50:00","705","0.25","7.98","2","2","1.00","1.00","2068.70","6.00","0.13","0.25","0","0","888.00","1641.80","low_value_Customer","Solo","10% Discount on next trip"
"44","F","false","false","usa","nashville","BNA","2023-03-09","649081","180","8","168.13","1345","592 days 09:25:00","705","0.38","8.02","4","8","0.50","1.00","1061.11","4.75","0.50","0.38","0","0","900.00","6867.60","low_value_Customer","Solo","10% Discount on next trip"
"35","F","false","true","usa","el paso","BIF","2023-03-09","649208","179","8","164.88","1319","575 days 16:07:00","705","0.25","8.08","1","2","0.00","1.00","2500.20","11.00","0.13","0.13","0","0","1008.00","1842.02","low_value_Customer","Solo","10% Discount on next trip"
"53","F","false","false","usa","washington","DCA","2023-03-09","649378","149","8","138.50","1108","571 days 01:57:00","705","0.25","8.00","5","10","0.80","1.40","2578.16","7.80","0.63","0.63","0","1","2857.20","39094.30","high_value_Customer","Local","Free Meal"
"24","F","false","false","usa","stockton","SCK","2023-03-10","649935","85","8","78.63","629","627 days 08:39:00","704","0.63","8.07","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"24","F","false","true","canada","gatineau","YND","2023-03-10","650049","152","8","142.13","1137","575 days 04:52:00","704","0.25","7.94","1","1","2.00","3.00","349.22","280.00","0.13","0.13","0","0","2928.00","3031.10","low_value_Customer","Family","Free Cancelation"
"34","F","true","false","usa","new york","LGA","2023-03-10","650055","84","8","78.38","627","589 days 10:04:00","704","0.38","8.04","2","4","0.50","1.00","2342.43","6.00","0.25","0.25","0","0","549.00","4036.08","low_value_Customer","Business","Free Priority Boarding"
"43","F","true","false","usa","san antonio","SKF","2023-03-10","650079","80","8","74.38","595","630 days 02:10:00","704","0.50","7.89","2","4","1.00","1.00","2489.14","6.00","0.25","0.13","0","0","1190.00","4729.56","low_value_Customer","Solo","10% Discount on next trip"
"20","F","false","false","canada","quebec","YQB","2023-03-10","650606","74","8","68.75","550","628 days 04:10:00","704","0.38","8.08","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"38","F","false","false","usa","baton rouge","BTR","2023-03-10","650901","92","8","84.75","678","593 days 03:10:00","704","0.25","8.13","4","4","0.50","1.00","1821.87","6.50","0.25","0.50","1","0","3079.00","5707.04","low_value_Customer","Solo","10% Discount on next trip"
"51","F","true","true","usa","st. louis","STL","2023-03-10","651018","54","8","50.50","404","593 days 10:16:00","704","0.63","8.02","1","2","1.00","1.00","2469.93","6.00","0.13","0.00","1","0","0.00","","low_value_Customer","Local","Free Meal"
"34","F","true","false","usa","san francisco","SFO","2023-03-10","651030","95","8","89.00","712","579 days 01:46:00","704","0.50","7.87","3","4","0.00","1.00","3539.98","9.50","0.25","0.38","1","0","580.00","5727.28","low_value_Customer","Solo","10% Discount on next trip"
"45","F","true","true","usa","tacoma","TCM","2023-03-10","651193","118","8","109.13","873","591 days 08:48:00","704","0.13","8.03","3","5","1.67","3.00","7971.90","90.67","0.38","0.25","1","0","2282.00","40355.45","high_value_Customer","Family","Free Cancelation"
"46","F","false","false","usa","chicago","UGN","2023-03-10","651201","117","8","110.00","880","579 days 06:00:00","704","0.13","7.99","4","8","0.00","1.25","1031.35","7.50","0.50","0.50","0","1","1211.70","8251.70","low_value_Customer","Local","Free Meal"
"48","F","false","true","usa","new york","LGA","2023-03-10","651269","151","9","124.00","1116","572 days 11:15:00","704","0.33","8.16","4","8","0.50","1.25","2333.87","8.25","0.44","0.44","0","1","1152.70","20268.22","high_value_Customer","Family","Free Cancelation"
"24","F","false","false","usa","madison","MSN","2023-03-10","651274","158","8","146.38","1171","589 days 07:57:00","704","0.13","7.98","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"30","F","false","true","usa","stockton","SCK","2023-03-10","651390","102","8","94.13","753","637 days 06:30:00","704","0.50","8.21","1","2","1.00","1.00","4483.90","6.00","0.13","0.13","0","0","283.00","1817.16","low_value_Customer","Business","Free Priority Boarding"
"43","M","false","false","usa","tallahassee","TLH","2023-03-10","651491","194","7","205.14","1436","583 days 05:48:00","704","0.14","8.00","5","6","0.33","1.00","1228.01","8.00","0.43","0.71","1","1","2695.25","6595.13","low_value_Customer","Solo","10% Discount on next trip"
"54","F","false","true","usa","madison","MSN","2023-03-10","651613","180","10","134.00","1340","579 days 03:02:00","704","0.20","8.07","4","8","0.75","1.25","1468.42","6.50","0.40","0.40","1","0","2434.00","14956.32","low_value_Customer","Family","Free Cancelation"
"55","F","false","true","usa","tulsa","TUL","2023-03-10","651675","139","8","128.25","1026","598 days 15:47:00","704","0.13","8.07","3","6","1.33","1.00","2041.70","5.33","0.38","0.38","0","2","768.40","7511.62","low_value_Customer","Business","Free Priority Boarding"
"48","F","false","false","usa","chicago","ORD","2023-03-10","651744","127","7","227.71","1594","574 days 06:41:00","704","0.29","7.02","3","6","0.33","1.00","1676.43","7.33","0.43","0.43","0","2","1465.30","6875.92","low_value_Customer","Solo","10% Discount on next trip"
"49","M","true","true","usa","new york","JFK","2023-03-10","651805","78","8","71.75","574","577 days 07:19:00","704","0.38","8.12","2","4","0.50","1.00","2975.71","6.50","0.25","0.25","0","0","712.00","5373.84","low_value_Customer","Business","Free Priority Boarding"
"44","F","false","false","usa","new york","JFK","2023-03-10","651818","91","8","84.88","679","579 days 03:53:00","704","0.38","7.95","2","4","1.00","1.00","1361.66","11.50","0.25","0.13","0","0","504.00","2434.44","low_value_Customer","Solo","10% Discount on next trip"
"43","F","true","true","usa","phoenix","PHX","2023-03-10","651828","112","9","92.22","830","591 days 06:44:00","704","0.22","8.14","2","2","0.00","3.00","3636.75","7.00","0.11","0.22","0","0","1258.00","5421.56","low_value_Customer","Family","Free Cancelation"
"58","F","true","true","usa","indianapolis","IND","2023-03-10","651941","65","8","61.00","488","574 days 05:55:00","704","0.50","7.89","1","0","","","","","0.00","0.13","0","0","108.00","","low_value_Customer","Local","Free Meal"
"43","F","true","true","usa","charlotte","CLT","2023-03-10","651960","74","8","68.75","550","588 days 06:38:00","704","0.38","8.02","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"48","F","true","true","canada","toronto","YYZ","2023-03-10","652003","84","8","77.00","616","579 days 07:21:00","704","0.50","8.20","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"55","F","false","false","canada","calgary","YYC","2023-03-10","652040","129","8","121.13","969","597 days 03:19:00","704","0.13","7.96","3","6","1.00","1.33","2344.97","5.33","0.38","0.38","1","2","1534.05","11403.87","low_value_Customer","Local","Free Meal"
"19","F","false","true","usa","los angeles","LAX","2023-03-10","652190","161","8","148.50","1188","618 days 07:56:00","704","0.38","8.10","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"39","F","false","false","usa","buffalo","BUF","2023-03-11","652359","108","9","90.56","815","602 days 04:19:00","703","0.44","7.97","3","6","0.00","1.00","579.34","11.33","0.33","0.33","0","0","4732.00","6708.28","low_value_Customer","Solo","10% Discount on next trip"
"42","F","true","true","usa","honolulu","HNL","2023-03-11","652416","119","8","111.63","893","622 days 06:47:00","703","0.38","7.96","2","4","0.50","1.00","6350.39","8.50","0.25","0.25","0","0","1042.00","9874.20","low_value_Customer","Business","Free Priority Boarding"
"29","F","false","false","usa","akron","AKR","2023-03-11","652527","124","8","114.13","913","591 days 21:52:00","703","0.38","8.01","1","2","1.00","1.00","538.04","4.00","0.13","0.13","0","0","193.00","380.78","low_value_Customer","Business","Free Priority Boarding"
"34","F","false","true","usa","miami","OPF","2023-03-11","652737","198","8","185.00","1480","627 days 04:51:00","703","0.25","7.97","1","2","1.00","2.00","1762.41","7.00","0.13","0.13","0","0","2280.00","3608.56","low_value_Customer","Couple","Free hotel night"
"19","F","false","true","usa","tucson","TUS","2023-03-11","653197","90","8","83.88","671","581 days 11:11:00","703","0.50","7.96","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"24","F","false","false","usa","burlington","BTV","2023-03-11","653228","84","8","79.25","634","613 days 02:23:00","703","0.50","7.95","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"39","F","false","false","canada","toronto","YYZ","2023-03-11","653281","241","8","225.38","1803","600 days 12:27:00","703","0.25","7.97","4","8","0.25","1.25","1388.56","4.50","0.50","0.50","1","1","3900.50","12532.42","low_value_Customer","Local","Free Meal"
"54","F","true","true","usa","new york","LGA","2023-03-11","653332","101","9","83.44","751","574 days 13:02:00","703","0.44","8.17","1","2","0.00","1.00","2180.68","6.00","0.11","0.11","0","0","600.00","1416.66","low_value_Customer","Solo","10% Discount on next trip"
"39","F","true","true","usa","san jose","SJC","2023-03-11","653640","85","8","79.00","632","571 days 04:03:00","703","0.25","8.00","2","4","1.00","1.50","7448.66","117.50","0.25","0.25","2","0","2426.00","17143.68","high_value_Customer","Family","Free Cancelation"
"56","M","true","false","canada","montreal","YMX","2023-03-11","653724","166","8","154.38","1235","596 days 03:23:00","703","0.00","8.01","4","8","0.75","1.25","1152.62","7.25","0.50","0.50","1","0","2057.00","9813.40","low_value_Customer","Local","Free Meal"
"63","F","true","false","canada","montreal","YUL","2023-03-11","653838","107","7","113.71","796","596 days 05:35:00","703","0.29","8.03","3","6","0.67","1.33","1574.09","106.67","0.43","0.14","0","0","372.00","9731.52","low_value_Customer","Local","Free Meal"
"49","F","false","false","usa","new york","JFK","2023-03-11","653852","108","8","100.00","800","589 days 02:34:00","703","0.50","8.01","1","2","1.00","1.00","1060.95","6.00","0.13","0.13","0","0","331.00","713.20","low_value_Customer","Business","Free Priority Boarding"
"39","F","false","false","usa","memphis","MEM","2023-03-11","654233","146","8","136.38","1091","589 days 14:45:00","703","0.13","8.04","4","8","0.50","1.00","1046.23","6.00","0.50","0.50","0","1","1774.20","7830.76","low_value_Customer","Solo","10% Discount on next trip"
"47","F","true","false","usa","san diego","SAN","2023-03-11","654259","129","8","120.75","966","584 days 23:44:00","703","0.13","8.02","5","10","0.80","1.40","2674.63","6.40","0.63","0.63","0","0","4196.00","37094.50","high_value_Customer","Local","Free Meal"
"43","F","true","true","canada","toronto","YKZ","2023-03-11","654395","100","9","83.78","754","584 days 06:27:00","703","0.44","7.90","2","4","0.50","1.00","642.19","5.50","0.22","0.22","0","0","778.00","1739.04","low_value_Customer","Business","Free Priority Boarding"
"54","F","false","false","usa","kansas city","MCI","2023-03-11","654687","193","9","159.78","1438","585 days 07:20:00","703","0.00","8.06","3","2","1.00","1.00","1807.65","5.00","0.11","0.22","0","1","808.00","1361.16","low_value_Customer","Solo","10% Discount on next trip"
"38","F","true","false","canada","ottawa","YOW","2023-03-11","654913","156","8","146.50","1172","588 days 06:32:00","703","0.25","8.02","2","2","1.00","1.00","491.14","9.00","0.13","0.25","0","0","6632.00","6803.98","low_value_Customer","Solo","10% Discount on next trip"
"80","F","false","false","usa","jacksonville","NCA","2023-03-11","655022","80","8","74.63","597","616 days 04:21:00","703","0.38","8.01","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"35","F","true","false","usa","long beach","LGB","2023-03-12","655051","139","8","129.75","1038","627 days 05:36:00","702","0.25","8.00","1","2","0.00","1.00","4168.70","12.00","0.13","0.13","1","0","280.00","1776.02","low_value_Customer","Business","Free Priority Boarding"
"18","F","false","false","usa","las vegas","LSV","2023-03-12","655166","91","7","96.86","678","673 days 14:47:00","702","0.57","7.96","1","2","1.00","2.00","1928.92","224.00","0.14","0.00","0","0","0.00","","low_value_Customer","Couple","Free hotel night"
"53","F","false","false","usa","new orleans","NBG","2023-03-12","655300","116","8","106.50","852","596 days 08:26:00","702","0.38","8.02","2","4","1.00","1.00","1466.48","8.00","0.25","0.25","1","1","1044.50","3071.98","low_value_Customer","Solo","10% Discount on next trip"
"68","F","false","false","usa","baltimore","BWI","2023-03-12","655499","109","8","102.13","817","583 days 11:39:00","702","0.25","8.08","2","2","0.00","2.00","3644.74","12.00","0.13","0.25","1","1","965.60","3593.36","low_value_Customer","Couple","Free hotel night"
"48","F","true","true","usa","st. louis","STL","2023-03-12","656150","89","8","83.50","668","633 days 01:03:00","702","0.13","7.98","1","2","0.00","1.00","662.38","3.00","0.13","0.13","0","0","801.00","1036.34","low_value_Customer","Solo","10% Discount on next trip"
"48","F","true","true","usa","chicago","UGN","2023-03-12","656346","115","8","105.88","847","572 days 02:20:00","702","0.13","8.14","2","4","1.00","1.00","2111.90","7.00","0.25","0.25","0","0","1986.00","5002.52","low_value_Customer","Solo","10% Discount on next trip"
"38","F","false","false","canada","quebec","YQB","2023-03-12","656422","175","8","163.38","1307","575 days 19:39:00","702","0.00","8.05","4","8","1.00","1.75","3067.05","6.75","0.50","0.38","0","0","1400.00","27245.12","high_value_Customer","Local","Free Meal"
"29","F","false","true","usa","new york","JFK","2023-03-12","656471","84","7","185.86","1301","585 days 06:30:00","702","0.29","7.10","2","4","1.00","1.50","677.06","6.50","0.29","0.29","1","1","1712.50","2945.42","low_value_Customer","Family","Free Cancelation"
"40","F","true","true","canada","london","YXU","2023-03-12","656560","102","8","96.25","770","580 days 01:14:00","702","0.25","7.88","1","2","2.00","1.00","1508.19","4.00","0.13","0.13","0","0","464.00","957.76","low_value_Customer","Solo","10% Discount on next trip"
"26","F","false","false","usa","grand rapids","GRR","2023-03-12","656626","134","8","122.75","982","572 days 02:27:00","702","0.25","8.13","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"53","F","true","true","canada","edmonton","YXD","2023-03-12","656708","173","8","163.00","1304","595 days 01:38:00","702","0.25","7.95","2","4","1.00","1.00","2989.77","10.00","0.25","0.25","0","0","586.00","5477.96","low_value_Customer","Business","Free Priority Boarding"
"24","F","false","false","usa","new york","LGA","2023-03-12","656850","80","8","74.88","599","593 days 08:54:00","702","0.50","8.07","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"47","F","false","false","canada","ottawa","YOW","2023-03-12","656873","93","8","87.25","698","576 days 03:52:00","702","0.38","7.94","3","6","0.00","1.00","1915.24","7.67","0.38","0.25","0","0","609.00","7246.74","low_value_Customer","Solo","10% Discount on next trip"
"37","F","true","false","usa","jacksonville","NIP","2023-03-12","656920","142","8","132.38","1059","608 days 21:17:00","702","0.50","8.00","3","4","0.50","2.50","1533.56","7.00","0.25","0.13","1","0","1464.00","6355.72","low_value_Customer","Groups","Discount at special events"
"60","F","true","true","canada","toronto","YTZ","2023-03-12","657122","92","9","76.11","685","587 days 06:07:00","702","0.33","8.03","2","2","0.00","1.00","943.69","6.00","0.11","0.22","0","0","915.00","1257.16","low_value_Customer","Solo","10% Discount on next trip"
"57","F","true","false","usa","corpus christi","CRP","2023-03-12","657343","69","7","165.43","1158","597 days 07:25:00","702","0.43","6.94","1","2","0.00","1.00","2902.22","6.00","0.14","0.14","0","0","810.00","1713.52","low_value_Customer","Solo","10% Discount on next trip"
"43","F","true","false","usa","tulsa","TUL","2023-03-12","657514","51","8","49.13","393","585 days 10:31:00","702","0.63","7.66","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"38","F","true","false","usa","fort worth","FTW","2023-03-12","657591","125","8","116.38","931","604 days 03:43:00","702","0.38","8.01","4","5","0.33","2.00","2748.45","6.33","0.38","0.50","0","1","2163.35","12354.00","low_value_Customer","Couple","Free hotel night"
"30","M","false","false","usa","phoenix","LUF","2023-03-12","657629","113","8","105.25","842","591 days 03:45:00","702","0.25","7.99","4","6","0.33","1.67","2228.27","9.67","0.38","0.38","0","1","2095.70","13841.60","low_value_Customer","Local","Free Meal"
"42","F","true","true","usa","modesto","MOD","2023-03-13","657796","80","8","74.75","598","571 days 05:24:00","701","0.25","7.86","1","2","1.00","1.00","2960.37","6.00","0.13","0.13","0","0","136.00","1174.98","low_value_Customer","Solo","10% Discount on next trip"
"40","F","false","true","usa","tacoma","TCM","2023-03-13","658234","108","8","101.13","809","600 days 02:31:00","701","0.38","8.01","1","2","1.00","1.00","1499.18","6.00","0.13","0.00","0","0","0.00","","low_value_Customer","Local","Free Meal"
"49","F","true","true","usa","sacramento","SAC","2023-03-13","658528","87","8","80.25","642","590 days 07:32:00","701","0.25","8.09","1","1","1.00","1.00","745.96","8.00","0.13","0.13","0","0","359.00","427.55","low_value_Customer","Business","Free Priority Boarding"
"42","F","false","true","usa","milwaukee","MKE","2023-03-13","658774","104","8","97.63","781","582 days 09:02:00","701","0.25","7.97","2","2","2.00","1.00","522.88","11.00","0.13","0.13","0","0","8280.00","8454.66","low_value_Customer","Solo","10% Discount on next trip"
"49","F","true","true","usa","new york","JFK","2023-03-13","659128","163","8","151.88","1215","578 days 04:02:00","701","0.25","8.05","5","9","1.20","1.00","2835.15","7.80","0.63","0.63","1","2","1666.00","24999.67","low_value_Customer","Solo","10% Discount on next trip"
"40","F","false","false","usa","new york","LGA","2023-03-13","659161","122","8","113.38","907","604 days 10:43:00","701","0.13","8.04","5","10","0.40","1.60","1493.53","7.40","0.63","0.50","0","0","2251.00","30994.20","high_value_Customer","Local","Free Meal"
"40","M","true","true","usa","phoenix","PHX","2023-03-13","659162","160","8","148.13","1185","580 days 21:33:00","701","0.00","8.11","4","7","0.50","1.25","3048.59","6.75","0.50","0.50","0","0","2865.00","17497.66","low_value_Customer","Family","Free Cancelation"
"18","F","false","false","usa","new york","JFK","2023-03-13","659360","135","7","144.43","1011","610 days 02:28:00","701","0.29","7.95","1","2","0.00","1.00","3838.58","224.00","0.14","0.14","1","0","936.00","2403.20","low_value_Customer","Solo","10% Discount on next trip"
"50","F","false","false","usa","oklahoma city","OKC","2023-03-13","659664","117","8","109.38","875","594 days 23:41:00","701","0.25","8.00","5","10","0.20","1.00","1929.19","6.20","0.63","0.50","1","0","578.00","17329.50","low_value_Customer","Business","Free ugrade to business class ticket"
"49","F","true","true","canada","montreal","YMX","2023-03-13","659744","119","8","109.38","875","582 days 05:43:00","701","0.38","8.07","4","4","0.00","1.00","1862.54","4.50","0.25","0.50","0","1","4142.00","6550.12","low_value_Customer","Solo","10% Discount on next trip"
"44","F","true","false","usa","los angeles","LAX","2023-03-13","659832","115","8","106.50","852","575 days 20:41:00","701","0.50","8.16","4","8","0.25","1.25","2750.94","6.50","0.50","0.38","0","1","787.80","20085.16","high_value_Customer","Local","Free Meal"
"26","F","false","false","usa","dallas","DAL","2023-03-13","660110","110","8","102.63","821","582 days 18:11:00","701","0.50","7.89","2","4","0.50","1.00","2689.61","5.50","0.25","0.25","0","0","962.00","4724.76","low_value_Customer","Business","Free Priority Boarding"
"70","F","true","false","usa","louisville","LOU","2023-03-14","660821","171","8","160.00","1280","598 days 00:37:00","700","0.00","8.00","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"57","F","true","true","usa","austin","AUS","2023-03-14","660894","62","8","58.50","468","585 days 04:39:00","700","0.38","7.89","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"18","F","false","true","usa","philadelphia","PNE","2023-03-14","660903","61","8","57.38","459","619 days 02:04:00","700","0.50","8.02","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
